RECORD #(BIBLIO);MAT TYPE;008 Date One;008 Date Two;245|a;245|b;246|a;222|a;260|a;260|b;260|c;264|a;264|b;264|c;300;310;911;530;590;866;362
b12827733;1  ;1921;1936;المعرض.;;al-Ma‘raḍ;المعرض ;;;;بيروت :;ميشال زكور،;1921-1936.;"15 بكرة ميكروفيلم : ايجابي، سلبي ؛ 35 مم";;CEASE;متوفر ايضاً على نسخة مطبوعة.;نسخة مصورة على ميكروفيلم. تم التصوير في دائرة المصغرات الفلمية، مكتبة يافث التذكارية، 1988;في المكتبة :1921:ايار-1932:آب،1934:ايار-1936:حزيران.;صدر العدد الاول ايار 1921.
b13144108;s  ;1921;1949;المعرض.;;al-Ma‘raḍ;المعرض;;;;بيروت :;دار النهار للنشر،;1921-1949.;2 مجلدات;;CEASE;;;في المكتبة:ع.1-48(1921:أيار/آب-1936:أيار/حزيران);
b12821093;1  ;1911;1913;المفيد.;;al-Mufīd;المفيد;;;;بيروت :;[عبد الغني العريسي]،;1911-1913.;"3 بكرة ميكروفيلم : سلبي وايجابي ؛ 35 مم";;CEASE;;نسخة مصورة على ميكروفيلم. تم التصوير في دائرة المصغرات الفلمية، مكتبة يافث التذكارية.;في المكتبة :(1911: كانون الثاني-1913: كانون الاول);
b12823028;1  ;1906;1914;المقتبس :;جريدة يومية سياسية إقتصادية.;"al-Muqtabas :$""Al-Moqtabas :""";المقتبس;;;;دمشق :;[مطبعة المقتبس]،;1906-1914.;"5 بكرة ميكروفيلم : سلبي وايجابي ؛ 35 مم";;CEASE;;"الموجود في المكتبة : 17 كانون الاول 1908 - 5 ايلول 1909، 7 آذار 1910-10 شباط 1912، 6 آب 1913-24 ايلول 1913-31 كانون الثاني 1914-5 نيسان 1914$""نسخة مصورة على ميكروفيلم. تم التصوير في دائرة المصغرات الفلمية، مكتبة يافث التذكارية""";"في المكتبة: 1908:كانون الأول-1909:أيلول؛ 1910:آذار-1912:شباط؛ 1913:آب-أيلول؛ 1914:كانون الثاني-نيسان.";
b12825694;s  ;1906;1917;المقتبس :;مجلة أدبية علمية إجتماعية.;"al-Muqtabas :$""al-Moktabas""";المقتبس;;;;بيروت :;دار صادر،;1992.;"9 مجلدات ؛ 25 سم";شهرية.;CEASE;;;في المكتبة :مج. 1-9 (1906-1917);صدر العدد الاول سنة 1906.
b13168691;s  ;1906;1917;المقتبس :;مجلة أدبية علمية إجتماعية.;al-Muqtabas :;المقتبس;;;;القاهرة :;مطبعة المقتبس،;1906-1917.;"2 مجلد ؛ 25 سم.";شهرية.;CEASE;ايضاً نسخة مصورة على ميكروفيلم رقم: Mic-NA:000505;"الاجزاء: 5، 7-8 نسخة مصورة$""تحفظ في دائرة الارشيف والمجموعات الخاصة""";"في المكتبة:مج. 1-8(1906-1914)؛ مج.9:ع.1، 2(1917)";صدرت سنة 1906
b13647477;1  ;1906;1917;المقتبس :;مجلة أدبية علمية إجتماعية.;al-Muqtabas :;المقتبس;;;;القاهرة :;مطبعة المقتبس،;1906-1917.;"بكرة ميكروفيلم : سلبي وايجابي ؛ 35 مم";شهرية.;CEASE;متوفرة ايضا في المكتبة نسخة ورقية.;;في المكتبة:1906-1912، 1914-1917.;صدرت سنة 1906 .
b23281522;s  ;1906;1914;المقتبس :;جريدة يومية سياسية إقتصادية.;"al-Muqtabas :$""Al-Moqtabas :""";المقتبس;;;;دمشق :;[مطبعة المقتبس]،;1906-1914.;مجلدات.;;CEASE;متوفر أيضاً على ميكروفيلم Mic-NA:000142;الموجود في المكتبة : 17 كانون الاول 1908 - 5 ايلول 1909، 7 آذار 1910-10 شباط 1912، 6 آب 1913-24 ايلول 1913-31 كانون الثاني 1914-5 نيسان 1914;في المكتبة:مج.11:ع.2751، 2847-2850(1919:كانون الثاني-أيار);
b12825657;s  ;1876;1952;المقتطف :;مجلة علمية صناعية زراعية.;"al-Muqtațaf :$""المتقطف :""$""al-Muktațaf""$""al-Muqtaṭaf""";المقتطف;;;;القاهرة :;مطبعة المقتطف والمقطم،;1876-1952.;مجلدات : مصورات;;CEASE;متوفر ايضاً على ميكروفيلم : Mic-NA:000495;"الفهارس أيضاً في دائرة المراجع$""نسخة كاملة في دائرة الارشيف والمجموعات الخاصة. ونسخة ثانية على رفوف الدوريات العربية تنقص المجلدات التالية: 64(1923)،: 88:ع.1-2، 4-6(1936)، 91(1937)، 82(1938)، 107(1946)، 119-120 (1951/1952)""";في المكتبة:مج.1-119(1876:أيار-1951:تشرين أول);
b13581132;1  ;1876;1952;المقتطف :;مجلة علمية صناعية زراعية.;"al-Muqtaṭaf :$""المتقطف :""$""al-Muktataf""";المقتطف;;;;القاهرة :;مطبعة المقتطف والمقطم،;1876-1952.;"بكرة ميكروفيلم : سلبي وايجابي ؛ 35 مم";;CEASE;متوفر ايضاً على نسخة مطبوعة.;"الفهارس أيضاً في دائرة المراجع$""ايضاً نسخة ورقية في دائرة الارشيف والمجموعات الخاصة: 1877/1876-1882/1881 1887/1886-1894/1893، 1895، 1896، 1900، 1905 ،1908، 1909(2ج)-1914 (2ج) ، 1927،1943،1944 (2ج) ، 1945، 1947 (2ج)، 1948-1950""$""نسخة مصورة على ميكروفيلم. تم التصوير في مكتبة يافث، دائرة المصغرات الفلمية""";في المكتبة:مج.1-119(1876:أيار-1951:تشرين اول);
b12822772;1  ;1889;1952;المقطم.;;"al-Mokattam$""al-Muqaṭṭam""";المقطم;;;;القاهرة :;مطبعة المقطم،;1889-1952.;"162 بكرة ميكروفيلم : سلبي وايجابي ؛ 35 مم";;CEASE;;نسخة مصورة على ميكروفيلم. تم التصوير في دائرة المصغرات الفلمية، مكتبة يافث التذكارية.;في المكتبة : 1889:شباط -1952: تشرين الثاني.;
b23281753;s  ;1889;1952;المقطم.;;"al-Mokattam$""al-Muqaṭṭam""";المقطم;;;;القاهرة :;مطبعة المقطم،;1889-1952.;"مجلدات ؛ 57 سم";;CEASE;متوفر أيضاً على ميكروفيلم Mic-NA:000121.;;في المكتبة : 1889:شباط -1952: تشرين الثاني.;
b12824057;1  ;1898;1940;المنار /;;al-Manār;المنار;;;;القاهرة :;جماعة الإخوان المسلمون،;1898-1940.;"35 بكرة ميكروفيلم : سلبي وايجابي ؛ 35 مم";;CEASE;;نسخة مصورة على ميكروفيلم. تم التصوير في دائرة المصغرات الفلمية، مكتبة يافث التذكارية، 1986;في المكتبة :1898:شباط-1940:ايلول.;
b12825165;s  ;1897;1940;المنار :;مجلة علمية ادبية تهذيبية عملية اخبارية.;"al-Manār :$""مجلة المنار""";المنار;;;;القاهرة :;مطبعة المنار،;1897-[1940].;"مجلدات ؛ 25 سم";;CEASE;;"بعض المجلدات في المكتبة هي الطبعة الثانية$""بعض الاعداد مستنسخ""$""المكتبة تحتفظ بنسختين من المجلدات 2-18، 25-34، نسخة كاملة في دائرة الارشيف والمجموعات الخاصة""";في المكتبة :مج. 1-34(1898-1936);صدرت سنة 1897.
b1281927x;s  ;1898;1906;المنار :;جريدة دينية علمية إخبارية.;al-Manār :;المنار;;;;بيروت :;دار المنار،;1898-1906.;6 مجلدات.;;CEASE;متوفر ايضاً على ميكروفيلم : Mic-NA:000189;;في المكتبة :مج. 1-6 (1898:ايلول،17-1906:ايار،27);
b12823521;1  ;1898;1906;المنار :;جريدة دينية علمية إخبارية.;al-Manār :;المنار;;;;بيروت :;دار المنار،;1898-1906.;"6 بكرة ميكروفيلم : سلبي وايجابي ؛ 35 مم";;CEASE;متوفر ايضاً على نسخة مطبوعة.;نسخة مصورة على ميكروفيلم. تم التصوير في دائرة المصغرات الفلمية، مكتبة يافث التذكارية.;في المكتبة : 1898:ايلول-1902:تشرين الاول،1904:ايار-1906:تموز.;
b13151903;s  ;1898;1936;المنار :;جريدة علمية ادبية سياسية.;al-Manār :;المنار;;;;مصر :;[إدارة جريدة المنار في مصر]،;1898-1936.;"1 مجلد ؛ 39 سم";أسبوعية.;CEASE;;تحفظ في دائرة الارشيف والمجموعات الخاصة.;في المكتبة:س.1:ع.1-49(1989:آذار-1899:شباط);صدر العدد الاول آذار 1898.
b23286131;s  ;1898;191u;المنار :;جريدة نصف أسبوعية حرة.;;المنار;;;;اللاذقية، سوريا :;مطبعة النهضة الجديدة،;1921-[19؟؟];"عدد ؛ 42 سم";نصف اسبوعية.;CEASE;;;في المكتبة:مج.2:ع.6(1923كانون الثاني / شباط);السنة الأولى، العدد الأول (كانون الأول 1921)
b23276915;s  ;1898;1935;المنارة :;مجلة شهرية تبحث في فلسفة الدين وشؤون الإجتماع والعمران.;;المنارة;;;;المنصورة، مصر :;دار الوفاء،;1898-1935.;"مجلدات ؛ 24 سم";شهرية.;CEASE;;;في المكتبة: مج.21:ع.3(1919:أيار);"المجلد 1(1315[1898])-المجلد 35، الجزء 10(أيلول 1935)$""توقفت عن الصدور مع المجلد 34(1935)"""
b21175019;s  ;1905;1906;المنارة :;رسالة ادبية ترسل لادباء الكلية عند مسيس الحاجة بواسطة صاحب امتيازها جرجي سابا;"رسالة ادبية ترسل لادباء الكلية عند مسيس الحاجة بواسطة صاحب امتيازها جرجي سابا.$""Al-Manārah: """;المنارة;;;;بيروت :;[المدرسة الكلية السورية الإنجيلية]،;1905-1906;3 أعداد.;;CEASE;;"The volume is available in AUB Archives/AA.4.2.1Student/Student Manuscript Magazines Box 4.$""تحفظ في دائرة الارشيف والمجموعات الخاصة.""";في المكتبة :ع. 10،2 (1905-1906);
b13149817;1  ;1908;1910;المنتقد :;مجلة علمية إجتماعية إنتقادية فنية.;al-Muntaqid :;المنتقد;;;;بيروت :;المطبعة العصرية،;1908-1910.;"بكرة ميكروفيلم : سلبي وايجابي ؛ 35 مم";;CEASE;;نسخة مصورة على ميكروفيلم. تم التصوير في دائرة المصغرات الفلمية، مكتبة يافث التذكارية، 1998.;في المكتبة:مج. 2:ج: 1-10(1910: كانون الثاني ،26- كانون اول،17);
b17600674;s  ;1905;1906;المنتهون :;مجلة علمية أدبية إصلاحية مجلة علمية ادبية اصلاحية تصدر مرتين في الشهر /;al-Muntahūn :;المنتهون;;;;بيروت :;الكلية السورية الإنجيلية،;1905-1906.;1 مجلد : مصورات;مرتين في الشهر.;CEASE;متوفر ايضاً على ميكروفيلم : Mic-P:AUB:000005;"تحفظ في دائرة الارشيف والمجموعات الخاصة.$""The volume is available in AUB Archives/AA.4.2.1 Student/Student Manuscript Magazines box 8.""";في المكتبة : س.1 ع.1 - 7 (1905 : تشرين - 1906 : أيار);
b17607188;1  ;1905;1906;المنتهون :;مجلة علمية أدبية إصلاحية مجلة علمية ادبية اصلاحية تصدر مرتين في الشهر /;al-Muntahūn :;المنتهون;;;;بيروت :;الكلية السورية الإنجيلية،;1905-1906.;"1بكرة ميكرفيلم : سلبي وايجابي ؛ 35 مم";مرتين في الشهر.;CEASE;متوفر ايضاً علة نسخة مطبوعة.;نسخة مصورة على ميكروفيلم. تم التصوير في دائرة المصغرات الفلمية، مكتبة يافث التذكارية.;في المكتبة : س.1 : ع. 1- 7 (1905 : تشرين الثاني - 1906 : ايار );
b21208852;s  ;1908;1908;المنصف :;مجلة أدبية لغوية فكاهية تصدر مرة في الشهر.;Al-munṣif :;المنصف.;;;;بيروت :;الكلية السورية الإنجيلية،;[1908].;1 عدد.;مرة في الشهر.;CEASE;;"تحفظ في دائرة الارشيف والمجموعات الخاصة.$""The volume is available in AUB Archives/AA.4.2.1 Student/Student Manuscript Magazines box 11."""; في المكتبة : س. 1 ع.4 [1908].;
b12820763;1  ;1907;1912;المهذب.;;al-Muhadhdhab;المهذب;;;;زحلة :;[بولس الكفوري]،;1907-1912.;"2 بكرة ميكروفيلم : سلبي وايجابي ؛ 35 مم";;CEASE;;نسخة مصورة على ميكروفيلم. تم التصوير في دائرة المصغرات الفلمية، مكتبة يافث التذكارية.;في المكتبة : 1907 : كانون الثاني - كانون الأول، 1912 : كانون الثاني - كانون الأول.;
b23278262;s  ;1907;1912;المهذب.;;al-Muhadhdhab;المهذب;;;;زحلة :;[بولس الكفوري]،;1907-1912.;مجلدات ، 37 سم;;CEASE;متوفر أيضاً على ميكروفيلم رقم Mic-NA:000010.;;في المكتبة:مج.1:ع.1-52(1907:كانون الثاني-كانون الأول);
b12827587;1  ;1909;1940;المورد الصافي.;;"al-Mawrid al-ṣāfī$""مورد الأحداث""";المورد الصافي;;;;بيروت :;المطبعة الادبية،;1909-[1940];"4 بكرة ميكروفيلم : سلبي وايجابي ؛ 35 سم";;CEASE;متوفر ايضاً على نسخة مطبوعة.;نسخة مصورة على ميكروفيلم. تم التصوير في دائرة المصغرات الفلمية، مكتبة يافث التذكارية، 1987.;في المكتبة:1909:تشرين الثاني-1910:حزيران،1912:تشرين اول-1914:حزيران.;صدرت سنة 1909.
b13163140;s  ;1909;1940;المورد الصافي.;;"al-Mawrid al-ṣāfī$""مورد الأحداث""";المورد الصافي;;;;بيروت :;المطبعة الادبية،;1909-[1940];"مجلدات ؛ 23 سم";;CEASE;في المكتبة ايضاً نسخة مصورة على ميكروفيلم رقم: Mic-NA:000235;"نسخة ثانية من: 1921و 1932/31$""تحفظ الاجزاء في دائرة الارشيف والمجموعات الخاصة.""";في المكتبة:مج.1-20 (1909 :ايلول-1940:أيار);صدرت سنة 1909.
b13163723;s  ;1898;1899;الموسوعات.;;al-Mawsū‘āt;الموسوعات ;;;;القاهرة :;أحمد حافظ عوض،;1898-1899.;"1 مجلد : مصورات ؛ 23 سم";;CEASE;;تحفظ في دائرة الارشيف والمجموعات الخاصة.;في المكتبة:مج.1(1898:تشرين الثاني،19-1899:تشرين الاول،20);صدر العدد الاول تشرين ثاني 1898.
